HGNC ID	Approved symbol	Approved name	Alias symbols	Alias names
HGNC:19097	RBPMS	RNA binding protein, mRNA processing factor	HERMES	
HGNC:48721	RBPMS-AS1	RBPMS antisense RNA 1		
HGNC:19098	RBPMS2	RNA binding protein, mRNA processing factor 2		
HGNC:50509	RBPMS2P1	RBPMS2 pseudogene 1		
HGNC:9923	RBPMSLP	RNA binding protein with multiple splicing-like pseudogene		
HGNC:20759	RBSN	rabenosyn, RAB effector		Rabenosyn-5
HGNC:9928	RBX1	ring-box 1	ROC1, RNF75, BA554C12.1	regulator of cullins 1
HGNC:54740	RBX1P1	RBX1 pseudogene 1		
HGNC:54741	RBX1P2	RBX1 pseudogene 2		
HGNC:29434	RC3H1	ring finger and CCCH-type domains 1	KIAA2025, roquin, RP5-1198E17.5, RNF198	KIAA2025 protein
HGNC:54295	RC3H1-DT	RC3H1 divergent transcript		
HGNC:41496	RC3H1-IT1	RC3H1 intronic transcript 1		
HGNC:21461	RC3H2	ring finger and CCCH-type domains 2	FLJ20301, FLJ20713, RNF164	
HGNC:3040	RCAN1	regulator of calcineurin 1		
HGNC:3041	RCAN2	regulator of calcineurin 2	ZAKI-4	
HGNC:55661	RCAN2-DT	RCAN2 divergent transcript		
HGNC:3042	RCAN3	RCAN family member 3		
HGNC:39009	RCAN3AS	RCAN3 antisense RNA	TCONS_00001428	
HGNC:18243	RCBTB1	RCC1 and BTB domain containing protein 1	FLJ10716, CLLD7, CLLL7	
HGNC:1914	RCBTB2	RCC1 and BTB domain containing protein 2		
HGNC:45167	RCBTB2P1	RCC1 and BTB domain containing protein 2 pseudogene 1		
HGNC:1913	RCC1	regulator of chromosome condensation 1		
HGNC:14948	RCC1L	RCC1 like		
HGNC:30297	RCC2	regulator of chromosome condensation 2	TD-60	
HGNC:41262	RCC2-AS1	RCC2 antisense RNA 1	LCPAT1, ENST00000439577	lung cancer progression-association transcript 1
HGNC:37710	RCC2P1	regulator of chromosome condensation 2 pseudogene 1		
HGNC:38419	RCC2P2	regulator of chromosome condensation 2 pseudogene 2		
HGNC:42379	RCC2P3	regulator of chromosome condensation 2 pseudogene 3		
HGNC:42380	RCC2P4	regulator of chromosome condensation 2 pseudogene 4		
HGNC:42381	RCC2P5	regulator of chromosome condensation 2 pseudogene 5		
HGNC:42382	RCC2P6	regulator of chromosome condensation 2 pseudogene 6		
HGNC:42383	RCC2P7	regulator of chromosome condensation 2 pseudogene 7		
HGNC:42384	RCC2P8	regulator of chromosome condensation 2 pseudogene 8		
HGNC:30457	RCCD1	RCC1 domain containing 1	MGC14386	
HGNC:54811	RCCD1-AS1	RCCD1 and UNC45A antisense RNA 1		
HGNC:13721	RCE1	Ras converting CAAX endopeptidase 1	hRCE1, FACE-2, FACE2	farnesylated protein-converting enzyme 2, prenyl protein-specific endoprotease 2, RCE1 homolog, prenyl protein protease, CAAX prenyl protease 2
HGNC:17479	RCHY1	ring finger and CHY zinc finger domain containing 1	CHIMP, DKFZp586C1620, PRO1996, RNF199, ARNIP, PIRH2, ZCHY	androgen-receptor N-terminal-interacting protein, p53-induced protein with a RING-H2 domain, zinc finger, CHY-type
HGNC:17687	RCL1	RNA terminal phosphate cyclase like 1	RPCL1, RNAC	
HGNC:9934	RCN1	reticulocalbin 1	Rcal, PIG20, FLJ37041	proliferation-inducing gene 20
HGNC:39205	RCN1P1	reticulocalbin 1 pseudogene 1		
HGNC:39204	RCN1P2	reticulocalbin 1 pseudogene 2		
HGNC:9935	RCN2	reticulocalbin 2	ERC-55, E6BP, ERC55, TCBP49	Reticulocalbin 2, EF-hand calcium binding domain (endoplasmic reticulum calcium-binding protein, 55kD)
HGNC:21145	RCN3	reticulocalbin 3	RLP49	
HGNC:17441	RCOR1	REST corepressor 1	COREST, KIAA0071	
HGNC:27455	RCOR2	REST corepressor 2		
HGNC:25594	RCOR3	REST corepressor 3	FLJ10876	
HGNC:28310	RCSD1	RCSD domain containing 1	MK2S4, MGC21854, CapZIP	CapZ interacting protein
HGNC:9937	RCVRN	recoverin		
HGNC:19689	RD3	RD3 regulator of GUCY2D	LCA12	
HGNC:40912	RD3L	RD3 like	TDRD9AS1	TDRD9 antisense 1
HGNC:9940	RDH5	retinol dehydrogenase 5	HSD17B9, SDR9C5	short chain dehydrogenase/reductase family 9C, member 5
HGNC:14423	RDH8	retinol dehydrogenase 8	PRRDH, SDR28C2	short chain dehydrogenase/reductase family 28C, member 2
HGNC:19975	RDH10	retinol dehydrogenase 10	SDR16C4	short chain dehydrogenase/reductase family 16C, member 4
HGNC:51658	RDH10-AS1	RDH10 antisense RNA 1		
HGNC:17964	RDH11	retinol dehydrogenase 11	MDT1, SDR7C1, ARSDR1	short chain dehydrogenase/reductase family 7C, member 1, androgen-regulated short-chain dehydrogenase/reductase 1
HGNC:19977	RDH12	retinol dehydrogenase 12	FLJ30273, SDR7C2, LCA13, RP53	short chain dehydrogenase/reductase family 7C, member 2
HGNC:19978	RDH13	retinol dehydrogenase 13	SDR7C3	short chain dehydrogenase/reductase family 7C, member 3
HGNC:19979	RDH14	retinol dehydrogenase 14	PAN2, SDR7C4	short chain dehydrogenase/reductase family 7C, member 4
HGNC:29674	RDH16	retinol dehydrogenase 16	RODH-4, SDR9C8	microsomal NAD+ dependent retinol dehydrogenase 4, short chain dehydrogenase/reductase family 9C, member 8
HGNC:19950	RDM1	RAD52 motif containing 1	MGC33977	
HGNC:53917	RDM1P1	RDM1 pseudogene 1		
HGNC:53918	RDM1P2	RDM1 pseudogene 2		
HGNC:53919	RDM1P3	RDM1 pseudogene 3		
HGNC:53920	RDM1P4	RDM1 pseudogene 4		
HGNC:53921	RDM1P5	RDM1 pseudogene 5		
HGNC:9944	RDX	radixin		
HGNC:9945	RDXP1	RDX pseudogene 1		
HGNC:9946	RDXP2	radixin pseudogene 2		
HGNC:54912	RDXP3	RDX pseudogene 3		
HGNC:16879	REC8	REC8 meiotic recombination protein	Rec8p, kleisin-alpha	
HGNC:25065	REC114	REC114 meiotic recombination protein	LOC283677, FLJ27520, FLJ36860, FLJ44083, CT147	
HGNC:11345	RECK	reversion inducing cysteine rich protein with kazal motifs	hRECK	
HGNC:9948	RECQL	RecQ like helicase	RecQ1, RecQL1	DNA helicase Q1-like
HGNC:9949	RECQL4	RecQ like helicase 4	RecQ4	
HGNC:9950	RECQL5	RecQ like helicase 5	RecQ5, FLJ90603	RecQ protein 5
HGNC:53638	REELD1	reeler domain containing 1		
HGNC:25786	REEP1	receptor accessory protein 1	FLJ13110, SPG31, Yip2a	receptor expression enhancing protein 1
HGNC:17975	REEP2	receptor accessory protein 2	SGC32445, SPG72, Yip2d	
HGNC:23711	REEP3	receptor accessory protein 3	Yip2b	
HGNC:26176	REEP4	receptor accessory protein 4	FLJ22246, FLJ22277, PP432, Yip2c	
HGNC:30077	REEP5	receptor accessory protein 5	DP1, TB2, D5S346, Yip2e, POB16	deleted in polyposis 1, polyposis locus protein 1, polyposis coli region hypothetical protein DP1
HGNC:30078	REEP6	receptor accessory protein 6	DP1L1, FLJ25383, Yip2f	polyposis locus protein 1-like 1, deleted in polyposis 1-like 1
HGNC:9951	REG1A	regenerating family member 1 alpha	PSP, PTP, PSPS, PSPS1	pancreatic stone protein, pancreatic thread protein
HGNC:9952	REG1B	regenerating family member 1 beta	REGL, PSPS2, REGH, REGI-BETA	lithostathine 1 beta, secretory pancreatic stone protein 2
HGNC:9953	REG1CP	regenerating family member 1 gamma, pseudogene	RS	
HGNC:8601	REG3A	regenerating family member 3 alpha	HIP, REG-III, REG3, PBCGF, PAP1	
HGNC:29595	REG3G	regenerating family member 3 gamma	UNQ429, LPPM429, PAP1B	
HGNC:22977	REG4	regenerating family member 4	REG-IV, RELP, GISP	regenerating gene type IV,  gastrointestinal secretory protein
HGNC:9954	REL	REL proto-oncogene, NF-kB subunit	I-Rel, c-Rel, HIVEN86A	
HGNC:49572	REL-DT	REL divergent transcript	FLJ16341	
HGNC:9955	RELA	RELA proto-oncogene, NF-kB subunit	p65	
HGNC:54185	RELA-DT	RELA divergent transcript		
HGNC:9956	RELB	RELB proto-oncogene, NF-kB subunit	REL-B	
HGNC:29289	RELCH	RAB11 binding and LisH domain, coiled-coil and HEAT repeat containing	HsT885, HsT3308, FLJ33841	
HGNC:27379	RELL1	RELT like 1		
HGNC:26902	RELL2	RELT like 2	FLJ90583	
HGNC:9957	RELN	reelin	RL, PRO1598	
HGNC:13764	RELT	RELT TNF receptor	FLJ14993	receptor expressed in lymphoid tissues
HGNC:15922	REM1	RRAD and GEM like GTPase 1	GES	GTPase GES
HGNC:20248	REM2	RRAD and GEM like GTPase 2	FLJ38964	
HGNC:9958	REN	renin		
HGNC:9959	RENBP	renin binding protein	RNBP, RBP	N-acylglucosamine 2-epimerase, GlcNAc 2-epimerase, N-acetyl-D-glucosamine 2-epimerase
HGNC:54096	RENO1	regulator of early neurogenesis 1		
HGNC:33748	REP15	RAB15 effector protein	RAB15EP	
HGNC:17922	REPIN1	replication initiator 1	RIP60, AP4, H_DJ0584D14.12, Zfp464	replication initiation region protein (60kD), zinc finger protein AP4, zinc finger protein 464 (RIP60)
HGNC:41201	REPIN1-AS1	REPIN1 antisense RNA 1		
HGNC:15578	REPS1	RALBP1 associated Eps domain containing 1		
HGNC:9963	REPS2	RALBP1 associated Eps domain containing 2	POB1	
HGNC:30309	RER1	retention in endoplasmic reticulum sorting receptor 1		
HGNC:9965	RERE	arginine-glutamic acid dipeptide repeats	KIAA0458, ARP, ARG, DNB1, ATN2	atrophin 2
HGNC:40501	RERE-AS1	RERE antisense RNA 1		
HGNC:38795	REREP1Y	arginine-glutamic acid dipeptide repeats pseudogene 1 Y-linked		
HGNC:38796	REREP2Y	arginine-glutamic acid dipeptide repeats pseudogene 2 Y-linked		
HGNC:38797	REREP3	arginine-glutamic acid dipeptide repeats pseudogene 3		
HGNC:15980	RERG	RAS like estrogen regulated growth inhibitor	MGC15754	
HGNC:39990	RERG-AS1	RERG antisense RNA 1		
HGNC:39991	RERG-IT1	RERG intronic transcript 1		
HGNC:26213	RERGL	RERG like	FLJ22655	
HGNC:25559	RESF1	retroelement silencing factor 1	FLJ20696, FLJ10652, UTA2-1, GET	gonad expressed transcript
HGNC:33762	RESP18	regulated endocrine specific protein 18		
HGNC:9966	REST	RE1 silencing transcription factor	NRSF, XBR	neuron-restrictive silencer factor
HGNC:9967	RET	ret proto-oncogene	PTC, CDHF12, RET51, CDHR16	cadherin-related family member 16, RET receptor tyrosine kinase, rearranged during transfection
HGNC:20389	RETN	resistin	FIZZ3, ADSF, RETN1	
HGNC:20388	RETNLB	resistin like beta	HXCP2, FIZZ2, RELMb	
HGNC:25964	RETREG1	reticulophagy regulator 1	FLJ20152, JK1	
HGNC:55551	RETREG1-AS1	RETREG1 antisense RNA 1		
HGNC:28450	RETREG2	reticulophagy regulator family member 2	MGC3035, MAG-2	
HGNC:27258	RETREG3	reticulophagy regulator family member 3	DKFZp686B1036, FLJ33806	
HGNC:25991	RETSAT	retinol saturase	FLJ20296	all-trans-retinol 13,14-reductase
HGNC:14060	REV1	REV1 DNA directed polymerase		
HGNC:9968	REV3L	REV3 like, DNA directed polymerase zeta catalytic subunit	POLZ, REV3	polymerase, DNA, zeta
HGNC:41377	REV3L-IT1	REV3L intronic transcript 1		
HGNC:26098	REX1BD	required for excision 1-B domain containing	FLJ20850, FLJ30108, FLJ34606, FLJ37391	
HGNC:24616	REXO1	RNA exonuclease 1 homolog	EloA-BP1, KIAA1138	elongin A binding protein 1
HGNC:24660	REXO1L1P	REXO1 like 1, pseudogene	GOR	
HGNC:32239	REXO1L2P	REXO1 like 2, pseudogene		
HGNC:32240	REXO1L3P	REXO1 like 3, pseudogene		
HGNC:32241	REXO1L4P	REXO1 like 4, pseudogene		
HGNC:32242	REXO1L5P	REXO1 like 5, pseudogene		
HGNC:32243	REXO1L6P	REXO1 like 6, pseudogene		
HGNC:35429	REXO1L8P	REXO1 like 8, pseudogene		
HGNC:44432	REXO1L9P	REXO1 like 9, pseudogene		
HGNC:44433	REXO1L10P	REXO1 like 10, pseudogene		
HGNC:44434	REXO1L11P	REXO1 like 11, pseudogene		
HGNC:44435	REXO1L12P	REXO1 like 12, pseudogene		
HGNC:17851	REXO2	RNA exonuclease 2	DKFZP566E144, SFN, CGI-114	
HGNC:12820	REXO4	REX4 homolog, 3'-5' exonuclease	hPMC2	
HGNC:24661	REXO5	RNA exonuclease 5	NEF-sp	
HGNC:9969	RFC1	replication factor C subunit 1	A1, PO-GA, RFC140, MHCBFB	
HGNC:9970	RFC2	replication factor C subunit 2	A1, RFC40	activator 1
HGNC:9971	RFC3	replication factor C subunit 3	RFC38, MGC5276	RFC, 38 kD subunit, A1 38 kDa subunit
HGNC:44531	RFC3P1	replication factor C 3 pseudogene 1		
HGNC:9972	RFC4	replication factor C subunit 4	A1, RFC37	A1 37 kDa subunit, activator 1 37 kDa subunit, RFC 37 kDa subunit
HGNC:9973	RFC5	replication factor C subunit 5	RFC36	
HGNC:50450	RFC5P1	replication factor C 5 pseudogene 1		
HGNC:29587	RFESD	Rieske Fe-S domain containing		
HGNC:39420	RFESDP1	Rieske (Fe-S) domain containing pseudogene 1		
HGNC:24821	RFFL	ring finger and FYVE like domain containing E3 ubiquitin protein ligase	rififylin, fring, RNF189, RNF34L, CARP2, CARP-2	caspase 8 and 10 associated RING protein-2
HGNC:30324	RFK	riboflavin kinase	FLJ11149, RIFK	
HGNC:39181	RFKP1	riboflavin kinase pseudogene 1		
HGNC:39182	RFKP2	riboflavin kinase pseudogene 2		
HGNC:27051	RFLNA	refilin A	FLJ44614, Cfm2, RefilinA	
HGNC:28705	RFLNB	refilin B	MGC45871, RefilinB, Cfm1	
HGNC:9974	RFNG	RFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase		
HGNC:9977	RFPL1	ret finger protein like 1	RNF78	
HGNC:9978	RFPL1S	RFPL1 antisense RNA 1	RFPL1-AS, NCRNA00006	non-protein coding RNA 6
HGNC:9979	RFPL2	ret finger protein like 2	RNF79	
HGNC:9980	RFPL3	ret finger protein like 3	RNF120	
HGNC:9981	RFPL3S	RFPL3 antisense	RFPL3-AS, NCRNA00005	non-protein coding RNA 5
HGNC:16449	RFPL4A	ret finger protein like 4A	RNF210	
HGNC:45147	RFPL4AL1	ret finger protein like 4A like 1	RNF210B	
HGNC:45138	RFPL4AP1	ret finger protein like 4A pseudogene 1		
HGNC:45145	RFPL4AP2	ret finger protein like 4A pseudogene 2		
HGNC:45139	RFPL4AP3	ret finger protein like 4A pseudogene 3		
HGNC:45140	RFPL4AP4	ret finger protein like 4A pseudogene 4		
HGNC:45144	RFPL4AP5	ret finger protein like 4A pseudogene 5		
HGNC:45142	RFPL4AP6	ret finger protein like 4A pseudogene 6		
HGNC:45143	RFPL4AP7	ret finger protein like 4A pseudogene 7		
HGNC:33264	RFPL4B	ret finger protein like 4B	RNF211	
HGNC:30220	RFT1	RFT1 homolog	CDG1N	congenital disorder of glycosylation 1N
HGNC:30278	RFTN1	raftlin, lipid raft linker 1	MIG2, KIAA0084, FLJ23866, Raftlin	raft-linking protein
HGNC:23971	RFTN1P1	raftlin, lipid raft linker 1 pseudogene 1		
HGNC:26402	RFTN2	raftlin family member 2	FLJ30574, Raftlin-2	
HGNC:25539	RFWD3	ring finger and WD repeat domain 3	FLJ10520, RNF201, FANCW	
HGNC:9982	RFX1	regulatory factor X1	EF-C	trans-acting regulatory factor 1, enhancer factor C, MHC class II regulatory factor RFX
HGNC:9983	RFX2	regulatory factor X2	FLJ14226	trans-acting regulatory factor 2, DNA binding protein RFX2, HLA class II regulatory factor RFX2
HGNC:9984	RFX3	regulatory factor X3		
HGNC:51197	RFX3-DT	RFX3 divergent transcript		
HGNC:9985	RFX4	regulatory factor X4		
HGNC:9986	RFX5	regulatory factor X5		
HGNC:40503	RFX5-AS1	RFX5 antisense RNA 1	GBAT2	glioblastoma multiforme-associated transcript 2
HGNC:21478	RFX6	regulatory factor X6	MGC33442, dJ955L16.1	DNA-binding protein RFX6
HGNC:25777	RFX7	regulatory factor X7	FLJ12994	
HGNC:37253	RFX8	regulatory factor X8	FLJ42986	
HGNC:9987	RFXANK	regulatory factor X associated ankyrin containing protein	BLS, RFX-B, ANKRA1, F14150_1, MGC138628	ankyrin repeat-containing regulatory factor X-associated protein, regulatory factor X subunit B, RFX-Bdelta4, DNA-binding protein RFXANK
HGNC:9988	RFXAP	regulatory factor X associated protein		
HGNC:20369	RGCC	regulator of cell cycle	bA157L14.2, RGC-32, RGC32	response gene to complement 32
HGNC:30281	RGL1	ral guanine nucleotide dissociation stimulator like 1	RGL	
HGNC:9769	RGL2	ral guanine nucleotide dissociation stimulator like 2	KE1.5, HKE1.5	
HGNC:30282	RGL3	ral guanine nucleotide dissociation stimulator like 3	FLJ32585	
HGNC:31911	RGL4	ral guanine nucleotide dissociation stimulator like 4	Rgr	RalGDS related oncogene
HGNC:30308	RGMA	repulsive guidance molecule BMP co-receptor a	RGM	
HGNC:26896	RGMB	repulsive guidance molecule BMP co-receptor b	FLJ90406, DRAGON	
HGNC:48666	RGMB-AS1	RGMB antisense RNA 1		
HGNC:9989	RGN	regucalcin	SMP30, RC	senescence marker protein-30, gluconolactonase
HGNC:21965	RGP1	RGP1 homolog, RAB6A GEF complex partner 1		
HGNC:32414	RGPD1	RANBP2 like and GRIP domain containing 1	RGP1	
HGNC:32415	RGPD2	RANBP2 like and GRIP domain containing 2	RGP2, RANBP2L2	
HGNC:32416	RGPD3	RANBP2 like and GRIP domain containing 3	RGP3	
HGNC:32417	RGPD4	RANBP2 like and GRIP domain containing 4	RGP4, DKFZp686P0288	
HGNC:49273	RGPD4-AS1	RGPD4 antisense RNA 1 (head to head)		
HGNC:32418	RGPD5	RANBP2 like and GRIP domain containing 5	RGP5, BS-63, DKFZp686I1842	
HGNC:32419	RGPD6	RANBP2 like and GRIP domain containing 6	RGP6	
HGNC:9849	RGPD8	RANBP2 like and GRIP domain containing 8	RanBP2alpha	
HGNC:9990	RGR	retinal G protein coupled receptor	RP44	RGR-opsin
HGNC:9991	RGS1	regulator of G protein signaling 1	1R20, IR20, BL34	
HGNC:9998	RGS2	regulator of G protein signaling 2		
HGNC:49018	RGS2-AS1	RSG2 antisense RNA 1		
HGNC:9999	RGS3	regulator of G protein signaling 3	C2PA, FLJ20370, PDZ-RGS3	
HGNC:10000	RGS4	regulator of G protein signaling 4		
HGNC:10001	RGS5	regulator of G protein signaling 5		
HGNC:40504	RGS5-AS1	RGS5 antisense RNA 1		
HGNC:10002	RGS6	regulator of G protein signaling 6		
HGNC:10003	RGS7	regulator of G protein signaling 7		
HGNC:23271	RGS7BP	regulator of G protein signaling 7 binding protein	R7BP	
HGNC:16810	RGS8	regulator of G protein signaling 8	MGC119067, MGC119068, MGC119069	
HGNC:10004	RGS9	regulator of G protein signaling 9	PERRS, RGS9L, MGC26458, MGC111763	regulator of G protein signalling 9, regulator of G protein signalling 9L, regulator of G-protein signaling 9L
HGNC:30304	RGS9BP	regulator of G protein signaling 9 binding protein	FLJ45744, PERRS, R9AP	
HGNC:9992	RGS10	regulator of G protein signaling 10		
HGNC:9993	RGS11	regulator of G protein signaling 11		
HGNC:9994	RGS12	regulator of G protein signaling 12		
HGNC:9995	RGS13	regulator of G protein signaling 13		
HGNC:9996	RGS14	regulator of G protein signaling 14		
HGNC:9997	RGS16	regulator of G protein signaling 16	A28-RGS14, RGS-r	
HGNC:14088	RGS17	regulator of G protein signaling 17	RGSZ2, RGS-17	
HGNC:39729	RGS17P1	regulator of G protein signaling 17 pseudogene 1		
HGNC:14261	RGS18	regulator of G protein signaling 18	RGS13	
HGNC:13735	RGS19	regulator of G protein signaling 19	GAIP, RGSGAIP	
HGNC:14600	RGS20	regulator of G protein signaling 20	RGSZ1, ZGAP1	
HGNC:26839	RGS21	regulator of G protein signaling 21		
HGNC:24499	RGS22	regulator of G protein signaling 22	DKFZP434I092, PRTD-NY2, CT145	
HGNC:18636	RGSL1	regulator of G protein signaling like 1		
HGNC:10006	RHAG	Rh associated glycoprotein	RH50A, CD241, SLC42A1	Ammonium transporter Rh type A
HGNC:23081	RHBDD1	rhomboid domain containing 1	DKFZp547E052	
HGNC:23082	RHBDD2	rhomboid domain containing 2	NPD007	
HGNC:1308	RHBDD3	rhomboid domain containing 3	PTAG	
HGNC:20561	RHBDF1	rhomboid 5 homolog 1	EGFR-RS, FLJ2235, Dist1, iRhom1	
HGNC:44499	RHBDF1P1	RHBDF1 pseudogene 1		
HGNC:20788	RHBDF2	rhomboid 5 homolog 2	FLJ22341, RHBDL5, TOCG, iRhom2	
HGNC:10007	RHBDL1	rhomboid like 1	RRP	
HGNC:16083	RHBDL2	rhomboid like 2	FLJ20435	
HGNC:16502	RHBDL3	rhomboid like 3	VRHO	
HGNC:14572	RHBG	Rh family B glycoprotein	SLC42A2	
HGNC:10008	RHCE	Rh blood group CcEe antigens	CD240CE	
HGNC:18140	RHCG	Rh family C glycoprotein	RHGK, PDRC2, SLC42A3	
HGNC:10009	RHD	Rh blood group D antigen	Rh30a, Rh4, RhPI, RhII, DIIIc, CD240D	
HGNC:10011	RHEB	Ras homolog, mTORC1 binding		
HGNC:21166	RHEBL1	RHEB like 1	MGC34869, FLJ25797, RHEB2	
HGNC:10010	RHEBP1	RHEB pseudogene 1	RHEB	
HGNC:44991	RHEBP2	RHEB pseudogene 2		
HGNC:44992	RHEBP3	RHEB pseudogene 3		
HGNC:25341	RHEX	regulator of hemoglobinization and erythroid cell expansion	FLJ16052	regulator of human erythroid cell expansion
HGNC:28206	RHNO1	RAD9-HUS1-RAD1 interacting nuclear orphan 1	HKMT1188, MGC13204, RHINO	Rad9, Rad1, Hus1 interacting nuclear orphan
HGNC:10012	RHO	rhodopsin	OPN2, CSNBAD1	opsin 2, rod pigment
HGNC:667	RHOA	ras homolog family member A	Rho12, RHOH12	
HGNC:41308	RHOA-IT1	RHOA intronic transcript 1		
HGNC:668	RHOB	ras homolog family member B	RHOH6, MST081	oncogene RHO H6
HGNC:18738	RHOBTB1	Rho related BTB domain containing 1	KIAA0740	
HGNC:18756	RHOBTB2	Rho related BTB domain containing 2	KIAA0717, DBC2	
HGNC:18757	RHOBTB3	Rho related BTB domain containing 3	KIAA0878	
HGNC:669	RHOC	ras homolog family member C		
HGNC:670	RHOD	ras homolog family member D	RhoHP1, Rho	Rho-related protein HP1, Rho-related GTP-binding protein RhoD
HGNC:15703	RHOF	ras homolog family member F, filopodia associated	FLJ20247, RIF	rho in filopodia
HGNC:672	RHOG	ras homolog family member G	MGC125835, MGC125836	
HGNC:54953	RHOG2P	RHOG family member 2, pseudogene		
HGNC:686	RHOH	ras homolog family member H	TTF	
HGNC:688	RHOJ	ras homolog family member J	FLJ14445, TCL	
HGNC:17736	RHOQ	ras homolog family member Q	TC10	
HGNC:40816	RHOQ-AS1	RHOQ antisense RNA 1		
HGNC:20003	RHOQP1	ras homolog family member Q pseudogene 1		
HGNC:37836	RHOQP2	ras homolog family member Q pseudogene 2		
HGNC:37837	RHOQP3	ras homolog family member Q pseudogene 3		
HGNC:21168	RHOT1	ras homolog family member T1	MIRO-1, FLJ11040, MIRO1	mitochondrial Rho (MIRO) GTPase 1
HGNC:23777	RHOT1P1	ras homolog family member T1 pseudogene 1		
HGNC:37838	RHOT1P2	ras homolog family member T1 pseudogene 2		
HGNC:37839	RHOT1P3	ras homolog family member T1 pseudogene 3		
HGNC:21169	RHOT2	ras homolog family member T2	MIRO-2, MIRO2	mitochondrial Rho (MIRO) GTPase 2
HGNC:17794	RHOU	ras homolog family member U	WRCH-1, DJ646B12.2, FLJ10616, WRCH1, CDC42L1, hG28K, fJ646B12.2	Ryu GTPase, Wnt-1 responsive Cdc42 homolog, 2310026M05Rik, GTP-binding protein like 1, CDC42-like GTPase, GTP-binding protein SB128, ras-like gene family member U
HGNC:18313	RHOV	ras homolog family member V	Chp, WRCH2	
HGNC:29993	RHOXF1	Rhox homeobox family member 1	OTEX, PEPP1	
HGNC:51582	RHOXF1-AS1	RHOXF1 antisense RNA 1		
HGNC:51580	RHOXF1P1	Rhox homeobox family member 1 pseudogene 1	TCONS_00017086	
HGNC:51611	RHOXF1P2	Rhox homeobox family member 1 pseudogene 2		
HGNC:51612	RHOXF1P3	Rhox homeobox family member 1 pseudogene 3		
HGNC:30011	RHOXF2	Rhox homeobox family member 2	THG1, PEPP-2, PEPP2, CT107	cancer/testis antigen 107
HGNC:33519	RHOXF2B	Rhox homeobox family member 2B		
HGNC:19973	RHPN1	rhophilin Rho GTPase binding protein 1	KIAA1929, RHPN, ODF5	
HGNC:28457	RHPN1-AS1	RHPN1 antisense RNA 1 (head to head)	MGC3113	
HGNC:19974	RHPN2	rhophilin Rho GTPase binding protein 2		
HGNC:37708	RHPN2P1	rhophilin Rho GTPase binding protein 2 pseudogene 1		
